id x y z omega phi kappa
DJI_0145.JPG 7424614.820152 5554983.772327 340.440062 0 0 0
DJI_0146.JPG 7424599.719629 5554980.820796 340.540062 0 0 0
DJI_0147.JPG 7424584.470550 5554978.036044 340.540062 0 0 0
DJI_0148.JPG 7424569.301572 5554975.101139 340.440062 0 0 0
DJI_0149.JPG 7424554.111536 5554972.296727 340.540062 0 0 0
DJI_0150.JPG 7424538.992212 5554969.335620 340.640062 0 0 0
DJI_0151.JPG 7424523.736785 5554966.461023 340.540062 0 0 0
DJI_0152.JPG 7424508.573169 5554963.657479 340.440062 0 0 0
DJI_0153.JPG 7424493.404749 5554960.768389 340.540062 0 0 0
DJI_0154.JPG 7424478.071192 5554957.885015 340.640062 0 0 0
DJI_0155.JPG 7424462.979041 5554955.081700 340.540062 0 0 0
DJI_0156.JPG 7424447.933714 5554952.152061 340.640062 0 0 0
DJI_0157.JPG 7424432.809656 5554949.219130 340.440062 0 0 0
DJI_0158.JPG 7424417.516234 5554946.296426 340.440062 0 0 0
DJI_0159.JPG 7424402.211058 5554943.454026 340.440062 0 0 0
DJI_0160.JPG 7424387.106389 5554940.581018 340.540062 0 0 0
DJI_0161.JPG 7424371.870578 5554937.639829 340.440062 0 0 0
DJI_0162.JPG 7424356.642134 5554934.866553 340.640062 0 0 0
DJI_0163.JPG 7424341.595465 5554932.052922 340.640062 0 0 0
DJI_0164.JPG 7424326.321748 5554929.014506 340.640062 0 0 0
DJI_0165.JPG 7424311.160411 5554926.135841 340.640062 0 0 0
DJI_0166.JPG 7424295.944285 5554923.278018 340.640062 0 0 0
DJI_0167.JPG 7424280.668475 5554920.297607 340.440062 0 0 0
DJI_0168.JPG 7424279.174089 5554927.577343 340.640062 0 0 0
DJI_0169.JPG 7424294.235046 5554930.537436 340.640062 0 0 0
DJI_0170.JPG 7424309.558940 5554933.431547 340.540062 0 0 0
DJI_0171.JPG 7424324.773057 5554936.301673 340.540062 0 0 0
DJI_0172.JPG 7424339.956438 5554939.224561 340.640062 0 0 0
DJI_0173.JPG 7424355.058721 5554942.128617 340.740062 0 0 0
DJI_0174.JPG 7424370.329041 5554944.931329 340.640062 0 0 0
DJI_0175.JPG 7424385.491776 5554947.864650 340.740062 0 0 0
DJI_0176.JPG 7424400.734170 5554950.717903 340.640062 0 0 0
DJI_0177.JPG 7424415.921791 5554953.593110 340.640062 0 0 0
DJI_0178.JPG 7424431.081087 5554956.539957 340.640062 0 0 0
DJI_0179.JPG 7424446.218686 5554959.420408 340.640062 0 0 0
DJI_0180.JPG 7424461.518643 5554962.252995 340.640062 0 0 0
DJI_0181.JPG 7424476.739928 5554965.238027 340.640062 0 0 0
DJI_0182.JPG 7424491.927045 5554968.134592 340.640062 0 0 0
DJI_0183.JPG 7424507.039799 5554970.932134 340.640062 0 0 0
DJI_0184.JPG 7424522.247335 5554973.808472 340.640062 0 0 0
DJI_0185.JPG 7424537.397023 5554976.641175 340.640062 0 0 0
DJI_0186.JPG 7424552.549342 5554979.509480 340.640062 0 0 0
DJI_0187.JPG 7424567.897257 5554982.455157 340.640062 0 0 0
DJI_0188.JPG 7424583.050815 5554985.312407 340.740062 0 0 0
DJI_0189.JPG 7424598.196152 5554988.196513 340.640062 0 0 0
DJI_0190.JPG 7424613.462575 5554991.097862 340.740062 0 0 0
DJI_0191.JPG 7424628.520961 5554994.005530 340.740062 0 0 0
DJI_0192.JPG 7424643.682102 5554996.898440 340.540062 0 0 0
DJI_0193.JPG 7424659.045210 5554999.762956 340.640062 0 0 0
DJI_0194.JPG 7424674.254530 5555002.525119 340.640062 0 0 0
DJI_0195.JPG 7424689.431199 5555005.457986 340.640062 0 0 0
DJI_0196.JPG 7424704.642793 5555008.282498 340.640062 0 0 0
DJI_0197.JPG 7424719.655708 5555011.218873 340.740062 0 0 0
DJI_0198.JPG 7424734.901789 5555014.158676 340.740062 0 0 0
DJI_0199.JPG 7424750.059697 5555017.034132 340.640062 0 0 0
DJI_0200.JPG 7424765.283421 5555019.963212 340.740062 0 0 0
