id x y z omega phi kappa
DJI_0092.JPG 7424714.712694 5554999.031360 320 0 0 0
DJI_0093.JPG 7424723.226356 5555000.684968 320 0 0 0
DJI_0094.JPG 7424731.790518 5555002.257536 320 0 0 0
DJI_0095.JPG 7424740.641721 5555003.900232 320 0 0 0
DJI_0096.JPG 7424748.993289 5555005.611787 320 0 0 0
DJI_0097.JPG 7424757.485011 5555007.401721 320 0 0 0
DJI_0098.JPG 7424766.082497 5555009.085116 320 0 0 0
DJI_0099.JPG 7424774.617928 5555010.735409 320 0 0 0
DJI_0100.JPG 7424783.250211 5555012.492501 320 0 0 0
DJI_0101.JPG 7424789.942484 5555013.461172 320 0 0 0
DJI_0918.JPG 7424276.941156 5554923.288260 320 0 0 0
DJI_0919.JPG 7424284.987557 5554924.892184 320 0 0 0
DJI_0920.JPG 7424293.484531 5554926.610241 320 0 0 0
DJI_0921.JPG 7424301.782811 5554928.185896 320 0 0 0
DJI_0922.JPG 7424310.658060 5554929.963506 320 0 0 0
DJI_0923.JPG 7424319.209752 5554931.619026 320 0 0 0
DJI_0924.JPG 7424327.772830 5554933.237318 320 0 0 0
DJI_0925.JPG 7424336.051403 5554934.825666 320 0 0 0
DJI_0926.JPG 7424344.926584 5554936.600244 320 0 0 0
DJI_0927.JPG 7424353.209600 5554938.222546 320 0 0 0
DJI_0928.JPG 7424362.028194 5554939.929972 320 0 0 0
DJI_0929.JPG 7424370.632646 5554941.526115 320 0 0 0
DJI_0930.JPG 7424379.211974 5554943.172069 320 0 0 0
DJI_0931.JPG 7424387.771434 5554944.818318 320 0 0 0
DJI_0932.JPG 7424396.345317 5554946.501457 320 0 0 0
DJI_0933.JPG 7424404.925109 5554948.181435 320 0 0 0
DJI_0934.JPG 7424413.480186 5554949.799977 320 0 0 0
DJI_0935.JPG 7424422.060754 5554951.535593 320 0 0 0
DJI_0936.JPG 7424430.637493 5554953.141494 320 0 0 0
DJI_0937.JPG 7424439.249215 5554954.833436 320 0 0 0
DJI_0938.JPG 7424447.737310 5554956.493151 320 0 0 0
DJI_0939.JPG 7424456.333963 5554958.244044 320 0 0 0
DJI_0940.JPG 7424464.587134 5554959.727887 320 0 0 0
DJI_0941.JPG 7424473.168123 5554961.355426 320 0 0 0
DJI_0942.JPG 7424482.083695 5554963.043137 320 0 0 0
DJI_0943.JPG 7424490.562400 5554964.743222 320 0 0 0
DJI_0944.JPG 7424499.140187 5554966.426470 320 0 0 0
DJI_0945.JPG 7424507.697801 5554968.088385 320 0 0 0
DJI_0946.JPG 7424516.253642 5554969.765790 320 0 0 0
DJI_0947.JPG 7424524.800921 5554971.400069 320 0 0 0
DJI_0948.JPG 7424533.456100 5554973.079186 320 0 0 0
DJI_0949.JPG 7424541.769987 5554974.645720 320 0 0 0
DJI_0950.JPG 7424550.547444 5554976.403478 320 0 0 0
DJI_0951.JPG 7424558.903509 5554978.003433 320 0 0 0
DJI_0952.JPG 7424567.707582 5554979.677411 320 0 0 0
DJI_0953.JPG 7424576.268381 5554981.286860 320 0 0 0
DJI_0954.JPG 7424584.839345 5554983.053771 320 0 0 0
DJI_0955.JPG 7424593.356264 5554984.651507 320 0 0 0
DJI_0956.JPG 7424601.979227 5554986.303379 320 0 0 0
DJI_0957.JPG 7424610.179229 5554987.967419 320 0 0 0
DJI_0958.JPG 7424618.928638 5554989.571182 320 0 0 0
DJI_0959.JPG 7424627.520964 5554991.164816 320 0 0 0
DJI_0960.JPG 7424636.057344 5554992.876677 320 0 0 0
DJI_0961.JPG 7424644.633965 5554994.625063 320 0 0 0
DJI_0962.JPG 7424653.218131 5554996.345546 320 0 0 0
DJI_0963.JPG 7424661.792627 5554997.803525 320 0 0 0
DJI_0964.JPG 7424670.123281 5554999.438002 320 0 0 0
DJI_0965.JPG 7424679.043869 5555001.209399 320 0 0 0
DJI_0966.JPG 7424687.219203 5555002.818283 320 0 0 0
DJI_0967.JPG 7424696.120988 5555004.525083 320 0 0 0
DJI_0968.JPG 7424704.679388 5555006.252191 320 0 0 0
DJI_0969.JPG 7424713.167310 5555007.912326 320 0 0 0
DJI_0970.JPG 7424721.763852 5555009.527682 320 0 0 0
DJI_0971.JPG 7424730.301633 5555011.202592 320 0 0 0
DJI_0972.JPG 7424738.930115 5555012.829885 320 0 0 0
DJI_0973.JPG 7424747.201137 5555014.465322 320 0 0 0
DJI_0974.JPG 7424756.001546 5555016.170559 320 0 0 0
DJI_0975.JPG 7424764.305885 5555017.774652 320 0 0 0
DJI_0976.JPG 7424773.137799 5555019.460933 320 0 0 0
DJI_0977.JPG 7424781.695669 5555021.154181 320 0 0 0
DJI_0978.JPG 7424788.195192 5555022.119386 320 0 0 0
DJI_0979.JPG 7424788.589454 5555017.815574 320 0 0 0
DJI_0980.JPG 7424780.431459 5555016.305173 320 0 0 0
DJI_0981.JPG 7424771.705965 5555014.558669 320 0 0 0
DJI_0982.JPG 7424763.101573 5555012.807381 320 0 0 0
DJI_0983.JPG 7424754.456025 5555011.378053 320 0 0 0
DJI_0984.JPG 7424746.182536 5555009.708649 320 0 0 0
DJI_0985.JPG 7424737.298260 5555007.973709 320 0 0 0
DJI_0986.JPG 7424728.736948 5555006.320751 320 0 0 0
DJI_0987.JPG 7424720.145752 5555004.662048 320 0 0 0
DJI_0988.JPG 7424711.826274 5555003.113857 320 0 0 0
DJI_0989.JPG 7424702.904892 5555001.425848 320 0 0 0
DJI_0990.JPG 7424694.412156 5554999.707086 320 0 0 0
DJI_0991.JPG 7424686.276978 5554998.128524 320 0 0 0
DJI_0992.JPG 7424677.469641 5554996.358607 320 0 0 0
DJI_0993.JPG 7424668.812869 5554994.700911 320 0 0 0
DJI_0994.JPG 7424660.203496 5554993.024020 320 0 0 0
DJI_0995.JPG 7424651.578665 5554991.378260 320 0 0 0
DJI_0996.JPG 7424642.965919 5554989.744705 320 0 0 0
DJI_0997.JPG 7424634.731490 5554988.173802 320 0 0 0
DJI_0998.JPG 7424625.854472 5554986.395683 320 0 0 0
DJI_0999.JPG 7424617.339969 5554984.686620 320 0 0 0
